,D_percent,R_percent
authority/subversion,0.8491297126164971,1.027263671407848
care/harm,1.1955566391170238,1.293172884988089
fairness/cheating,1.006177326842177,0.8717784187825924
loyalty/betrayal,1.0055947456157317,1.183897325956518
sanctity/degradation,0.9458801718513696,0.658620481351605
