Party,authority/respect,care,fairness/proportionality,liberty,loyalty/ingroup,sanctity/purity
D,0.0030822144309419967,0.0028407807130504583,0.0017343058362308188,1.5098540340101374e-05,0.002451893082839711,0.0008364155713590729
R,0.0033700421702368617,0.0016220387444670118,0.0018624325526761434,1.593282449315317e-05,0.0015954107518468142,0.0008425879512413721
